Wall time,Step,Value
1577364250.1114144,0,0.0
1577364350.229628,5,0.35403868556022644
1577364452.285478,10,0.36371341347694397
1577364550.6328225,15,0.24374951422214508
1577364641.8968604,20,0.15805208683013916
1577364754.5132427,25,0.11454910784959793
1577364847.4270368,30,0.045494332909584045
1577364949.0104508,35,0.08051200956106186
1577365046.2999287,40,0.027779068797826767
1577365157.835523,45,0.19230933487415314
1577365257.4995637,50,0.1155439168214798
1577365366.853584,55,0.2787773311138153
1577365462.3020358,60,0.22936245799064636
1577365570.652207,65,0.35769742727279663
1577365661.1367543,70,0.16284075379371643
1577365768.3627899,75,0.37847959995269775
1577365876.7037625,80,0.24395392835140228
1577365997.7472363,85,0.6633434295654297
1577366110.9824605,90,0.295139878988266
1577366256.8212712,95,0.3732701241970062
1577366371.1243095,100,0.16598312556743622
1577366530.2215972,105,0.41758137941360474
1577366695.8963072,110,0.6067934632301331
1577366870.7789264,115,0.3191227912902832
1577367062.306916,120,0.5913209319114685
1577367397.3438241,125,1.118261456489563
1577367721.5346658,130,0.9123795628547668
1577368078.2904708,135,0.8614106178283691
1577368525.2187507,140,0.7457069754600525
1577369049.954771,145,0.8673245906829834
1577369501.7578826,150,0.9246938824653625
1577370168.459923,155,0.5579271912574768
1577370631.9710114,160,0.96019446849823
1577371177.0014124,165,0.9327901601791382
1577371619.369489,170,1.209457278251648
1577372117.8552158,175,1.1812666654586792
1577372626.3768349,180,0.992404580116272
1577373347.7552972,185,1.1532399654388428
1577373972.7318428,190,1.0178107023239136
1577374354.6921563,195,0.753387987613678
1577374652.8497071,200,0.48947954177856445
1577375099.6566794,205,0.8632553219795227
1577375606.2108085,210,0.8485487699508667
1577376224.3506145,215,0.9779046773910522
1577376507.5529187,220,0.28695109486579895
1577376772.3421118,225,0.2826792895793915
1577377202.3160923,230,0.6958540678024292
1577377516.3878794,235,0.7102186679840088
1577377805.223213,240,0.43831491470336914
1577378071.807248,245,0.3028993010520935
1577378358.4064524,250,0.3032395541667938
1577378540.029414,255,0.055759530514478683
1577378778.4915967,260,0.12407813221216202
1577379062.1882198,265,0.6092127561569214
1577379312.4369042,270,0.495929479598999
1577379554.3022377,275,0.4024468660354614
1577379794.543687,280,0.3397350013256073
1577380016.3917985,285,0.33376187086105347
1577380252.9563806,290,0.3096652925014496
1577380468.0248406,295,0.2624242901802063
1577380680.0203316,300,0.12439754605293274
1577380856.162178,305,0.053656626492738724
1577381064.038848,310,0.0999581441283226
1577381271.5431123,315,0.08650049567222595
1577381515.5078838,320,0.22871023416519165
1577381756.0519133,325,0.09647449105978012
1577381986.832721,330,0.20156198740005493
1577382203.0711071,335,0.14124509692192078
1577382413.9817016,340,0.07352689653635025
1577382622.2602055,345,0.09244627505540848
1577382839.4183178,350,0.12565551698207855
1577383054.0911946,355,0.21022829413414001
1577383286.483506,360,0.20292598009109497
1577383480.6571093,365,0.0783599391579628
1577383691.087127,370,0.2911906838417053
1577383902.8151824,375,0.4355800151824951
1577384376.0287962,380,0.39789459109306335
1577384595.0466435,385,0.27206099033355713
1577384780.9803197,390,0.08545543253421783
1577384973.9667633,395,0.0734422504901886
1577385181.9668555,400,0.15440724790096283
1577385447.7148154,405,0.5159056186676025
1577385750.3896189,410,0.5155710577964783
1577386036.3632617,415,0.7297855615615845
1577386243.452048,420,0.35778194665908813
1577386473.6268559,425,0.31614914536476135
1577386654.1700273,430,0.1131344735622406
1577386857.755726,435,0.16042937338352203
1577387056.4494424,440,0.0782587006688118
1577387261.4527106,445,0.13057419657707214
1577387466.36615,450,0.12236227840185165
1577387701.9859505,455,0.26986339688301086
1577387900.9698281,460,0.16926875710487366
1577388140.2827442,465,0.3665056824684143
1577388362.1095302,470,0.16427765786647797
1577388590.7308955,475,0.1721806526184082
1577388806.9510705,480,0.18969427049160004
1577389007.9918826,485,0.18881943821907043
1577389227.3199441,490,0.2551754415035248
1577389405.0129108,495,0.0956815704703331
1577389602.5143936,500,0.07412686944007874
1577389808.9145634,505,0.0740097239613533
1577390028.9480467,510,0.11141090095043182
1577390219.2201893,515,0.057460471987724304
1577390410.8643925,520,0.059313781559467316
1577390599.882511,525,0.10236742347478867
1577390741.7247038,530,0.10844241082668304
1577390845.00906,535,0.10382018238306046
